Mods count: 158
 
jar name                                                                               | mod id (isMCreator)                                      | mixin configs
    /META-INF/jars/fabric-resource-loader-v0-0.11.9+132c48c177.jar                     | fabric-resource-loader-v0                                | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
    /META-INF/jars/fabric-rendering-v1-3.0.7+b3afc78b77.jar                            | fabric-rendering-v1                                      | fabric-rendering-v1.mixins.json
    /META-INF/jars/fabric-networking-api-v1-1.3.10+eeb8eb3677.jar                      | fabric-networking-api-v1                                 | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json
    /META-INF/jars/fabric-lifecycle-events-v1-2.2.21+b3afc78b77.jar                    | fabric-lifecycle-events-v1                               | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
    /META-INF/jars/fabric-key-binding-api-v1-1.0.36+fb8d95da77.jar                     | fabric-key-binding-api-v1                                | fabric-key-binding-api-v1.mixins.json
    /META-INF/jars/fabric-events-interaction-v0-0.6.1+e91849a877.jar                   | fabric-events-interaction-v0                             | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json
    /META-INF/jars/fabric-entity-events-v1-1.5.22+b3afc78b77.jar                       | fabric-entity-events-v1                                  | fabric-entity-events-v1.client.mixins.json, fabric-entity-events-v1.mixins.json
    /META-INF/jars/fabric-command-api-v2-2.2.12+b3afc78b77.jar                         | fabric-command-api-v2                                    | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
    /META-INF/jars/fabric-api-base-0.4.30+7abfd51577.jar                               | fabric-api-base                                          | 
dynamiccrosshair-9.10+1.20.1-fabric.jar                                                | dynamiccrosshair                                         | dynamiccrosshair.compat.mixins.json, dynamiccrosshair.mixins.json
    /META-INF/jars/dynamiccrosshair-api-9.10+1.20.1-fabric.jar                         | dynamiccrosshair-api                                     | 
    /META-INF/jars/libbamboo-2.23+1.20.1-fabric.jar                                    | libbamboo                                                | libbamboo.mixins.json
effortless-1.20.1-3.4.0.jar                                                            | effortless                                               | effortless.fabric.mixins.json
emi-1.1.22+1.20.1+fabric.jar                                                           | emi                                                      | emi-fabric.mixins.json, emi.mixins.json
emi_enchanting-0.1.2+1.20.1.jar                                                        | emi_enchanting                                           | 
emi_loot-0.7.9+1.20.1+fabric.jar                                                       | emi_loot                                                 | emi_loot.mixins.json
emi_ores-1.2+1.20.1+fabric.jar                                                         | emi_ores                                                 | emi_ores.mixins.json
emitrades-fabric-1.2.1+mc1.20.1.jar                                                    | emitrades                                                | 
    /META-INF/jars/json-0.2.1.jar                                                      | org_quiltmc_parsers_json                                 | 
emoji-type-2.2.3+1.20.4-fabric.jar                                                     | emojitype                                                | emojitype.mixins.json, emojitype-common.mixins.json
entityculling-fabric-1.9.5-mc1.20.1.jar                                                | entityculling                                            | entityculling.mixins.json, entityculling.refmap.mixins.json
    /META-INF/jars/TRansition-1.0.11-1.20.1-fabric-SNAPSHOT.jar                        | transition                                               | transition.mixins.json, transition.refmap.mixins.json
    /META-INF/jars/TRender-1.0.10-1.20.1-fabric-SNAPSHOT.jar                           | trender                                                  | trender.mixins.json, trender.refmap.mixins.json
EuphoriaPatcher-1.8.6-r5.7.1-fabric.jar                                                | euphoria_patcher                                         | euphoria_patcher.mixins.json
everycomp-1.20-2.9.17-fabric.jar                                                       | everycomp                                                | everycomp-common.mixins.json
exposure-fabric-1.20.1-1.9.19.jar                                                      | exposure                                                 | exposure.mixins.json, exposure-common.mixins.json
extra-mod-integrations-0.4.7+1.20.1.jar                                                | extra-mod-integrations                                   | extra-mod-integrations.mixins.json
fabric-api-0.92.7+1.20.1.jar                                                           | fabric-api                                               | 
    /META-INF/jars/fabric-api-base-0.92.7.jar                                          | fabric-api-base                                          | 
    /META-INF/jars/fabric-api-lookup-api-v1-0.92.7.jar                                 | fabric-api-lookup-api-v1                                 | fabric-api-lookup-api-v1.mixins.json
    /META-INF/jars/fabric-biome-api-v1-0.92.7.jar                                      | fabric-biome-api-v1                                      | fabric-biome-api-v1.mixins.json
    /META-INF/jars/fabric-block-api-v1-0.92.7.jar                                      | fabric-block-api-v1                                      | fabric-block-api-v1.mixins.json
    /META-INF/jars/fabric-block-view-api-v2-0.92.7.jar                                 | fabric-block-view-api-v2                                 | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json
    /META-INF/jars/fabric-blockrenderlayer-v1-0.92.7.jar                               | fabric-blockrenderlayer-v1                               | fabric-blockrenderlayer-v1.mixins.json
    /META-INF/jars/fabric-client-tags-api-v1-0.92.7.jar                                | fabric-client-tags-api-v1                                | 
    /META-INF/jars/fabric-command-api-v1-0.92.7.jar                                    | fabric-command-api-v1                                    | 
    /META-INF/jars/fabric-command-api-v2-0.92.7.jar                                    | fabric-command-api-v2                                    | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
    /META-INF/jars/fabric-commands-v0-0.92.7.jar                                       | fabric-commands-v0                                       | 
    /META-INF/jars/fabric-containers-v0-0.92.7.jar                                     | fabric-containers-v0                                     | fabric-containers-v0.accurate.mixins.json, fabric-containers-v0.mixins.json
    /META-INF/jars/fabric-content-registries-v0-0.92.7.jar                             | fabric-content-registries-v0                             | fabric-content-registries-v0.mixins.json
    /META-INF/jars/fabric-convention-tags-v1-0.92.7.jar                                | fabric-convention-tags-v1                                | 
    /META-INF/jars/fabric-crash-report-info-v1-0.92.7.jar                              | fabric-crash-report-info-v1                              | fabric-crash-report-info-v1.mixins.json
    /META-INF/jars/fabric-data-attachment-api-v1-0.92.7.jar                            | fabric-data-attachment-api-v1                            | fabric-data-attachment-api-v1.mixins.json, fabric-data-attachment-api-v1.client.mixins.json
    /META-INF/jars/fabric-data-generation-api-v1-0.92.7.jar                            | fabric-data-generation-api-v1                            | fabric-data-generation-api-v1.mixins.json, fabric-data-generation-api-v1.client.mixins.json
    /META-INF/jars/fabric-dimensions-v1-0.92.7.jar                                     | fabric-dimensions-v1                                     | fabric-dimensions-v1.mixins.json
    /META-INF/jars/fabric-entity-events-v1-0.92.7.jar                                  | fabric-entity-events-v1                                  | fabric-entity-events-v1.client.mixins.json, fabric-entity-events-v1.mixins.json
    /META-INF/jars/fabric-events-interaction-v0-0.92.7.jar                             | fabric-events-interaction-v0                             | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json
    /META-INF/jars/fabric-events-lifecycle-v0-0.92.7.jar                               | fabric-events-lifecycle-v0                               | 
    /META-INF/jars/fabric-game-rule-api-v1-0.92.7.jar                                  | fabric-game-rule-api-v1                                  | fabric-game-rule-api-v1.mixins.json, fabric-game-rule-api-v1.client.mixins.json
    /META-INF/jars/fabric-item-api-v1-0.92.7.jar                                       | fabric-item-api-v1                                       | fabric-item-api-v1.client.mixins.json, fabric-item-api-v1.mixins.json
    /META-INF/jars/fabric-item-group-api-v1-0.92.7.jar                                 | fabric-item-group-api-v1                                 | fabric-item-group-api-v1.client.mixins.json, fabric-item-group-api-v1.mixins.json
    /META-INF/jars/fabric-key-binding-api-v1-0.92.7.jar                                | fabric-key-binding-api-v1                                | fabric-key-binding-api-v1.mixins.json
    /META-INF/jars/fabric-keybindings-v0-0.92.7.jar                                    | fabric-keybindings-v0                                    | 
    /META-INF/jars/fabric-lifecycle-events-v1-0.92.7.jar                               | fabric-lifecycle-events-v1                               | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
    /META-INF/jars/fabric-loot-api-v2-0.92.7.jar                                       | fabric-loot-api-v2                                       | fabric-loot-api-v2.mixins.json
    /META-INF/jars/fabric-loot-tables-v1-0.92.7.jar                                    | fabric-loot-tables-v1                                    | fabric-loot-tables-v1.mixins.json
    /META-INF/jars/fabric-message-api-v1-0.92.7.jar                                    | fabric-message-api-v1                                    | fabric-message-api-v1.client.mixins.json, fabric-message-api-v1.mixins.json
    /META-INF/jars/fabric-mining-level-api-v1-0.92.7.jar                               | fabric-mining-level-api-v1                               | fabric-mining-level-api-v1.mixins.json
    /META-INF/jars/fabric-model-loading-api-v1-0.92.7.jar                              | fabric-model-loading-api-v1                              | fabric-model-loading-api-v1.mixins.json
    /META-INF/jars/fabric-models-v0-0.92.7.jar                                         | fabric-models-v0                                         | 
    /META-INF/jars/fabric-networking-api-v1-0.92.7.jar                                 | fabric-networking-api-v1                                 | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json
    /META-INF/jars/fabric-networking-v0-0.92.7.jar                                     | fabric-networking-v0                                     | 
    /META-INF/jars/fabric-object-builder-api-v1-0.92.7.jar                             | fabric-object-builder-api-v1                             | fabric-object-builder-v1.mixins.json, fabric-object-builder-v1.client.mixins.json
    /META-INF/jars/fabric-particles-v1-0.92.7.jar                                      | fabric-particles-v1                                      | fabric-particles-v1.client.mixins.json
    /META-INF/jars/fabric-recipe-api-v1-0.92.7.jar                                     | fabric-recipe-api-v1                                     | fabric-recipe-api-v1.mixins.json
    /META-INF/jars/fabric-registry-sync-v0-0.92.7.jar                                  | fabric-registry-sync-v0                                  | fabric-registry-sync-v0.mixins.json, fabric-registry-sync-v0.client.mixins.json
    /META-INF/jars/fabric-renderer-api-v1-0.92.7.jar                                   | fabric-renderer-api-v1                                   | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json
    /META-INF/jars/fabric-renderer-indigo-0.92.7.jar                                   | fabric-renderer-indigo                                   | fabric-renderer-indigo.mixins.json
    /META-INF/jars/fabric-renderer-registries-v1-0.92.7.jar                            | fabric-renderer-registries-v1                            | 
    /META-INF/jars/fabric-rendering-data-attachment-v1-0.92.7.jar                      | fabric-rendering-data-attachment-v1                      | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json
    /META-INF/jars/fabric-rendering-fluids-v1-0.92.7.jar                               | fabric-rendering-fluids-v1                               | fabric-rendering-fluids-v1.mixins.json
    /META-INF/jars/fabric-rendering-v0-0.92.7.jar                                      | fabric-rendering-v0                                      | 
    /META-INF/jars/fabric-rendering-v1-0.92.7.jar                                      | fabric-rendering-v1                                      | fabric-rendering-v1.mixins.json
    /META-INF/jars/fabric-resource-conditions-api-v1-0.92.7.jar                        | fabric-resource-conditions-api-v1                        | fabric-resource-conditions-api-v1.mixins.json
    /META-INF/jars/fabric-resource-loader-v0-0.92.7.jar                                | fabric-resource-loader-v0                                | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
    /META-INF/jars/fabric-screen-api-v1-0.92.7.jar                                     | fabric-screen-api-v1                                     | fabric-screen-api-v1.mixins.json
    /META-INF/jars/fabric-screen-handler-api-v1-0.92.7.jar                             | fabric-screen-handler-api-v1                             | fabric-screen-handler-api-v1.mixins.json
    /META-INF/jars/fabric-sound-api-v1-0.92.7.jar                                      | fabric-sound-api-v1                                      | fabric-sound-api-v1.mixins.json
    /META-INF/jars/fabric-transfer-api-v1-0.92.7.jar                                   | fabric-transfer-api-v1                                   | fabric-transfer-api-v1.mixins.json
    /META-INF/jars/fabric-transitive-access-wideners-v1-0.92.7.jar                     | fabric-transitive-access-wideners-v1                     | 
fabric-language-kotlin-1.13.9+kotlin.2.3.10.jar                                        | fabric-language-kotlin                                   | 
    /META-INF/jars/atomicfu-jvm-0.31.0.jar                                             | org_jetbrains_kotlinx_atomicfu-jvm                       | 
    /META-INF/jars/kotlin-reflect-2.3.10.jar                                           | org_jetbrains_kotlin_kotlin-reflect                      | 
    /META-INF/jars/kotlin-stdlib-2.3.10.jar                                            | org_jetbrains_kotlin_kotlin-stdlib                       | 
    /META-INF/jars/kotlin-stdlib-jdk7-2.3.10.jar                                       | org_jetbrains_kotlin_kotlin-stdlib-jdk7                  | 
    /META-INF/jars/kotlin-stdlib-jdk8-2.3.10.jar                                       | org_jetbrains_kotlin_kotlin-stdlib-jdk8                  | 
    /META-INF/jars/kotlinx-coroutines-core-jvm-1.10.2.jar                              | org_jetbrains_kotlinx_kotlinx-coroutines-core-jvm        | 
    /META-INF/jars/kotlinx-coroutines-jdk8-1.10.2.jar                                  | org_jetbrains_kotlinx_kotlinx-coroutines-jdk8            | 
    /META-INF/jars/kotlinx-datetime-jvm-0.7.1.jar                                      | org_jetbrains_kotlinx_kotlinx-datetime-jvm               | 
    /META-INF/jars/kotlinx-io-bytestring-jvm-0.8.2.jar                                 | org_jetbrains_kotlinx_kotlinx-io-bytestring-jvm          | 
    /META-INF/jars/kotlinx-io-core-jvm-0.8.2.jar                                       | org_jetbrains_kotlinx_kotlinx-io-core-jvm                | 
    /META-INF/jars/kotlinx-serialization-cbor-jvm-1.10.0.jar                           | org_jetbrains_kotlinx_kotlinx-serialization-cbor-jvm     | 
    /META-INF/jars/kotlinx-serialization-core-jvm-1.10.0.jar                           | org_jetbrains_kotlinx_kotlinx-serialization-core-jvm     | 
    /META-INF/jars/kotlinx-serialization-json-jvm-1.10.0.jar                           | org_jetbrains_kotlinx_kotlinx-serialization-json-jvm     | 
fair-wage-0.0.1.jar                                                                    | mr_fair_wage                                             | 
FarmersDelight-1.20.1-2.4.1+refabricated.jar                                           | farmersdelight                                           | farmersdelight.mixins.json
    /META-INF/jars/Fabric-ASM-v2.3.jar                                                 | mm                                                       | mixins.mm.json, mixins.mm.refmap.json
    /META-INF/jars/accessors-2.3.8+1.20.1.jar                                          | porting_lib_accessors                                    | porting_lib_accessors.mixins.json
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                               | porting_lib_core                                         | 
    /META-INF/jars/base-2.3.8+1.20.1.jar                                               | porting_lib_base                                         | porting_lib_base.mixins.json
        /META-INF/jars/porting_lib_tool_actions-2.3.8+1.20.1.jar                       | porting_lib_tool_actions                                 | porting_lib_tool_actions.mixins.json
        /META-INF/jars/porting_lib_transfer-2.3.8+1.20.1.jar                           | porting_lib_transfer                                     | porting_lib_transfer.mixins.json
        /META-INF/jars/porting_lib_utility-2.3.8+1.20.1.jar                            | porting_lib_utility                                      | 
        /META-INF/jars/porting_lib_tags-2.3.8+1.20.1.jar                               | porting_lib_tags                                         | porting_lib_tags.mixins.json
        /META-INF/jars/toml-3.6.6.jar                                                  | com_electronwill_night-config_toml                       | 
        /META-INF/jars/porting_lib_fluids-2.3.8+1.20.1.jar                             | porting_lib_fluids                                       | porting_lib_fluids.mixins.json
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                               | porting_lib_core                                         | 
        /META-INF/jars/reach-entity-attributes-2.4.0.jar                               | reach-entity-attributes                                  | mixins.reach-entity-attributes.json
        /META-INF/jars/porting_lib_attributes-2.3.8+1.20.1.jar                         | porting_lib_attributes                                   | porting_lib_attributes.mixins.json
        /META-INF/jars/porting_lib_mixin_extensions-2.3.8+1.20.1.jar                   | porting_lib_mixin_extensions                             | porting_lib_mixin_extensions.mixins.json
        /META-INF/jars/porting_lib_entity-2.3.8+1.20.1.jar                             | porting_lib_entity                                       | porting_lib_entity.mixins.json
        /META-INF/jars/porting_lib_config-2.3.8+1.20.1.jar                             | porting_lib_config                                       | porting_lib_config.mixins.json
        /META-INF/jars/porting_lib_lazy_registration-2.3.8+1.20.1.jar                  | porting_lib_lazy_registration                            | 
        /META-INF/jars/porting_lib_accessors-2.3.8+1.20.1.jar                          | porting_lib_accessors                                    | porting_lib_accessors.mixins.json
        /META-INF/jars/porting_lib_gui_utils-2.3.8+1.20.1.jar                          | porting_lib_gui_utils                                    | porting_lib_gui_utils.mixins.json
        /META-INF/jars/core-3.6.6.jar                                                  | com_electronwill_night-config_core                       | 
        /META-INF/jars/porting_lib_extensions-2.3.8+1.20.1.jar                         | porting_lib_extensions                                   | porting_lib_extensions.mixins.json
        /META-INF/jars/porting_lib_common-2.3.8+1.20.1.jar                             | porting_lib_common                                       | porting_lib_common.mixins.json
    /META-INF/jars/config-2.3.8+1.20.1.jar                                             | porting_lib_config                                       | porting_lib_config.mixins.json
        /META-INF/jars/toml-3.6.6.jar                                                  | com_electronwill_night-config_toml                       | 
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                               | porting_lib_core                                         | 
        /META-INF/jars/core-3.6.6.jar                                                  | com_electronwill_night-config_core                       | 
    /META-INF/jars/lazy_registration-2.3.8+1.20.1.jar                                  | porting_lib_lazy_registration                            | 
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                               | porting_lib_core                                         | 
    /META-INF/jars/loot-2.3.8+1.20.1.jar                                               | porting_lib_loot                                         | porting_lib_loot.mixins.json
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                               | porting_lib_core                                         | 
        /META-INF/jars/porting_lib_lazy_registration-2.3.8+1.20.1.jar                  | porting_lib_lazy_registration                            | 
    /META-INF/jars/networking-2.3.8+1.20.1.jar                                         | porting_lib_networking                                   | 
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                               | porting_lib_core                                         | 
    /META-INF/jars/recipe_book_categories-2.3.8+1.20.1.jar                             | porting_lib_recipe_book_categories                       | porting_lib_recipe_book_categories.mixins.json
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                               | porting_lib_core                                         | 
    /META-INF/jars/tags-2.3.8+1.20.1.jar                                               | porting_lib_tags                                         | porting_lib_tags.mixins.json
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                               | porting_lib_core                                         | 
    /META-INF/jars/tool_actions-2.3.8+1.20.1.jar                                       | porting_lib_tool_actions                                 | porting_lib_tool_actions.mixins.json
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                               | porting_lib_core                                         | 
FauxCustomEntityData-fabric-1.20.1-6.0.1.jar                                           | faux-custom-entity-data                                  | Faux-Custom-Entity-Data.mixins.json
ferritecore-6.0.1-fabric.jar                                                           | ferritecore                                              | ferritecore.modelsides.mixin.json, ferritecore.mrl.mixin.json, ferritecore.dedupbakedquad.mixin.json, ferritecore.threaddetec.mixin.json, ferritecore.fabric.mixin.json, ferritecore.dedupmultipart.mixin.json, ferritecore.blockstatecache.mixin.json, ferritecore.predicates.mixin.json, ferritecore.fastmap.mixin.json
findme-3.2.3-fabric.jar                                                                | findme                                                   | findme-common.mixins.json
ForgeConfigAPIPort-v8.0.3-1.20.1-Fabric.jar                                            | forgeconfigapiport                                       | forgeconfigapiport.common.mixins.json
ftb-library-fabric-2001.2.12.jar                                                       | ftblibrary                                               | ftblibrary-fabric.mixins.json, ftblibrary-common.mixins.json
ftb-xmod-compat-fabric-2.1.3.jar                                                       | ftbxmodcompat                                            | 
ftbbackups2-fabric-1.20-1.0.23.jar                                                     | ftbbackups2                                              | 
fusion-1.2.12-fabric-mc1.20.1.jar                                                      | fusion                                                   | fusion.mixins.json, fusion.mixins.refmap.json
fzzy_config-0.7.6+1.20.1.jar                                                           | fzzy_config                                              | fzzy_config.mixins.json
    /META-INF/jars/fabric-permissions-api-0.3.1.jar                                    | fabric-permissions-api-v0                                | 
    /META-INF/jars/jankson-1.2.3.jar                                                   | blue_endless_jankson                                     | 
    /META-INF/jars/tomlkt-jvm-0.3.7.jar                                                | net_peanuuutz_tomlkt_tomlkt-jvm                          | 
geckolib-fabric-1.20.1-4.8.3.jar                                                       | geckolib                                                 | geckolib.mixins.json
    /META-INF/jars/mclib-20.jar                                                        | com_eliotlash_mclib_mclib                                | 
gemsrealm-1.20-2.9.7-fabric.jar                                                        | gemsrealm                                                | 
GlitchCore-fabric-1.20.1-0.0.1.1.jar                                                   | glitchcore                                               | glitchcore.mixins.json, glitchcore.fabric.mixins.json
    /META-INF/jars/core-3.6.7.jar                                                      | com_electronwill_night-config_core                       | 
    /META-INF/jars/toml-3.6.7.jar                                                      | com_electronwill_night-config_toml                       | 
    /META-INF/jars/typetools-0.6.3.jar                                                 | net_jodah_typetools                                      | 
handcrafted-fabric-1.20.1-3.0.6.jar                                                    | handcrafted                                              | handcrafted.mixins.json, handcrafted-common.mixins.json
ImmediatelyFast-Fabric-1.5.4+1.20.4.jar                                                | immediatelyfast                                          | immediatelyfast-common.mixins.json, immediatelyfast-fabric.mixins.json
    /META-INF/jars/Reflect-1.6.1+curseforge.jar                                        | net_lenni0451_reflect                                    | 
immersive_aircraft-1.4.0+1.20.1-fabric.jar                                             | immersive_aircraft                                       | immersive_aircraft.mixins.json
    /META-INF/jars/MathParser.org-mXparser-5.2.1.jar                                   | org_mariuszgromada_math_mathparser_org-mxparser          | 
indium-1.0.36+mc1.20.1.jar                                                             | indium                                                   | indium.mixins.json
interiors-1.20.1-fabric-0.6.0.jar                                                      | interiors                                                | interiors.mixins.json
iris-1.7.6+mc1.20.1.jar                                                                | iris                                                     | mixins.iris.compat.sodium.json, iris-batched-entity-rendering.mixins.json, mixins.iris.devenvironment.json, mixins.iris.fixes.maxfpscrash.json, mixins.iris.json, mixins.iris.fantastic.json, mixins.iris.integrationtest.json, mixins.iris.vertexformat.json, mixins.iris.compat.indigo.json, mixins.iris.bettermipmaps.json, mixins.iris.compat.indium.json
    /META-INF/jars/antlr4-runtime-4.13.1.jar                                           | org_antlr_antlr4-runtime                                 | 
    /META-INF/jars/fabric-api-base-0.4.31+1802ada577.jar                               | fabric-api-base                                          | 
    /META-INF/jars/fabric-key-binding-api-v1-1.0.37+1802ada577.jar                     | fabric-key-binding-api-v1                                | fabric-key-binding-api-v1.mixins.json
    /META-INF/jars/glsl-transformer-2.0.1.jar                                          | io_github_douira_glsl-transformer                        | 
    /META-INF/jars/jcpp-1.4.14.jar                                                     | org_anarres_jcpp                                         | 
ItemPhysic_FABRIC_v1.8.9_mc1.20.1.jar                                                  | itemphysic                                               | itemphysic.mixins.json, itemphysic.mixin.refmap.json
Jade-1.20-Fabric-11.13.1.jar                                                           | jade                                                     | jade.mixins.json
jei-1.20.1-fabric-15.20.0.129.jar                                                      | jei                                                      | jei.mixins.json
Kambrik-6.1.1+1.20.1-fabric.jar                                                        | kambrik                                                  | kambrik.mixins.json
krypton-0.2.3.jar                                                                      | krypton                                                  | krypton.mixins.json
    /META-INF/jars/velocity-native-3.2.0-SNAPSHOT.jar                                  | com_velocitypowered_velocity-native                      | 
Ksyxis-1.3.4.jar                                                                       | ksyxis                                                   | ksyxis.mixins.json
kubejs-fabric-2001.6.5-build.16.jar                                                    | kubejs                                                   | kubejs-common.mixins.json, kubejs-fabric.mixins.json
lambdabettergrass-2.0.3+1.20.1.jar                                                     | lambdabettergrass                                        | lambdabettergrass.mixins.json
    /META-INF/jars/spruceui-6.2.1+1.20.jar                                             | spruceui                                                 | spruceui.mixins.json
LeavesBeGone-v8.0.0-1.20.1-Fabric.jar                                                  | leavesbegone                                             | leavesbegone.common.mixins.json
lithium-fabric-mc1.20.1-0.11.4.jar                                                     | lithium                                                  | lithium.mixins.json, mixins.lithium.refmap.json
lithostitched-fabric-1.20.1-1.4.11.jar                                                 | lithostitched                                            | lithostitched.mixins.json, lithostitched.fabric.mixins.json
lmft-1.1.1+1.21.9-fabric.jar                                                           | lmft                                                     | lmft-common.mixins.json
lootr-fabric-1.20-0.7.35.86.jar                                                        | lootr                                                    | lootr.mixins.json
LuckPerms-Fabric-5.4.102.jar                                                           | luckperms                                                | luckperms.mixins.json
    /META-INF/jars/fabric-permissions-api-0.2-SNAPSHOT.jar                             | fabric-permissions-api-v0                                | 
memoryleakfix-fabric-1.17+-1.1.5.jar                                                   | memoryleakfix                                            | memoryleakfix.mixins.json, memoryleakfix-fabric.mixins.json, memoryleakfix-16.mixins.json
Modern-Industrialization-1.8.6.jar                                                     | modern_industrialization                                 | modern_industrialization.mixins.json, modern_industrialization.client_mixins.json
    /META-INF/jars/NoIndium-1.1.0+1.20.jar                                             | noindium                                                 | noindium.mixins.json
    /META-INF/jars/Patchouli-1.20.1-81-FABRIC.jar                                      | patchouli                                                | patchouli_xplat.mixins.json, patchouli_fabric.mixins.json
        /META-INF/jars/fiber-0.23.0-2.jar                                              | fiber                                                    | 
    /META-INF/jars/PlayerAbilityLib-1.8.0.jar                                          | playerabilitylib                                         | mixins.playerabilitylib.common.json
    /META-INF/jars/energy-3.0.0.jar                                                    | team_reborn_energy                                       | 
    /META-INF/jars/magna-1.10.1+1.20.1.jar                                             | magna                                                    | magna.mixins.json
        /META-INF/jars/omega-config-base-1.0.8-1.17.jar                                | omega-config                                             | omega-config.mixins.json
modernfix-fabric-5.25.2+mc1.20.1.jar                                                   | modernfix                                                | modernfix-common.mixins.json, modernfix-fabric.mixins.json
modernnetworking-fabric-1.2.8+1.18.2.jar                                               | modernnetworking                                         | modernnetworking.mixins.json
modmenu-7.2.2.jar                                                                      | modmenu                                                  | mixins.modmenu.json
    /META-INF/jars/fabric-api-base-0.4.29+b04edc7a77.jar                               | fabric-api-base                                          | 
    /META-INF/jars/fabric-resource-loader-v0-0.11.7+f7923f6d77.jar                     | fabric-resource-loader-v0                                | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
    /META-INF/jars/fabric-screen-api-v1-2.0.6+b3afc78b77.jar                           | fabric-screen-api-v1                                     | fabric-screen-api-v1.mixins.json
    /META-INF/jars/fabric-key-binding-api-v1-1.0.36+fb8d95da77.jar                     | fabric-key-binding-api-v1                                | fabric-key-binding-api-v1.mixins.json
    /META-INF/jars/fabric-lifecycle-events-v1-2.2.20+b3afc78b77.jar                    | fabric-lifecycle-events-v1                               | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
moonlight-1.20-2.16.28-fabric.jar                                                      | moonlight                                                | moonlight.mixins.json, moonlight-common.mixins.json
morechathistory-1.3.0.jar                                                              | morechathistory                                          | morechathistory.mixins.json
MouseTweaks-fabric-mc1.20-2.26.jar                                                     | mousetweaks                                              | mousetweaks-fabric.mixins.json, mousetweaks.mixins.refmap.json, mousetweaks.mixins.json
naturalist-5.0pre3+fabric-1.20.1.jar                                                   | naturalist                                               | naturalist-common.mixins.json, naturalist.mixins.json
    /META-INF/jars/cloth-config-fabric-8.2.88.jar                                      | cloth-config                                             | 
        /META-INF/jars/basic-math-0.6.1.jar                                            | cloth-basic-math                                         | 
    /META-INF/jars/midnightlib-1.4.1-fabric.jar                                        | midnightlib                                              | midnightlib.mixins.json
NaturesCompass-1.20.1-2.2.3-fabric.jar                                                 | naturescompass                                           | naturescompass.mixins.json
Neat-1.20.1-41-FABRIC.jar                                                              | neat                                                     | neat.mixins.json
    /META-INF/jars/fiber-0.23.0-2.jar                                                  | fiber                                                    | 
Necronomicon-Fabric-1.6.0+1.20.1.jar                                                   | necronomicon                                             | necronomicon-common.mixins.json
NoChatRestrictions-Fabric-MC1.20.1-v1.0.0.jar                                          | nochatrestrictions                                       | nochatrestrictions.mixins.json
numismatic-overhaul-0.2.18+1.20.jar                                                    | numismatic-overhaul                                      | numismatic-overhaul.mixins.json
    /META-INF/jars/cardinal-components-base-5.2.1.jar                                  | cardinal-components-base                                 | 
    /META-INF/jars/cardinal-components-entity-5.2.1.jar                                | cardinal-components-entity                               | mixins.cardinal_components_entity.json
    /META-INF/jars/owo-sentinel-0.11.2+1.20.jar                                        | owo-sentinel                                             | 
    /META-INF/jars/stacc-api-1.7.0.jar                                                 | stacc                                                    | stacc.mixins.json
opacpvp-fabric-1.0.1-1.20.1.jar                                                        | opacpvp                                                  | mixins.opacpvp.json
open-parties-and-claims-fabric-1.20.1-0.25.10.jar                                      | openpartiesandclaims                                     | openpartiesandclaims.mixins.json, openpartiesandclaims.fabric.mixins.json, openpartiesandclaims.create.mixins.json, openpartiesandclaims.create.fabric.mixins.json
owo-lib-0.11.2+1.20.jar                                                                | owo                                                      | owo.mixins.json
    /META-INF/jars/jankson-1.2.2.jar                                                   | blue_endless_jankson                                     | 
polylib-fabric-2000.0.3-build.143.jar                                                  | polylib                                                  | polylib-fabric.mixins.json, polylib.mixins.json
